Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Label
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:23,119877856,268,252,13122,133549,498,0,48.9626866,75.9988573,1460,0,529.956349,585.421905,1223.5037,4.33774858,230978.528,1036501.8,10438823,5,119839339,448836.476,1413832.53,10439167,5,119839420,477447.888,1455411.4,10439138,42,1,0,0,0,5360,5040,2.23560889,2.1021397,0,1460,281.84453,475.606419,226201.466,0,0,0,225,520,0,0,0,0,282.386538,48.9626866,529.956349,0,0,0,0,15,4370,0,25,0,256,21627,9520,103,20,0,0,0,0,1.44E+15,35996559.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:24,119997013,3743,3285,254501,468837,361,0,67.9938552,53.6161129,1460,0,142.720548,196.053873,6027.96671,58.5681245,17076.5637,17350.8491,120559,12,119997013,32067.6144,23740.3591,134683,72,119940264,36522.6139,23239.0776,133056,94,1,0,0,0,74860,65700,31.1924431,27.3756814,0,1460,102.959027,144.536598,20890.8281,0,0,0,4554,7028,0,0,0,0,102.973677,67.9938552,142.720548,0,0,0,0,4555,6027,0,36,0,66,5292,5292,2805,20,0,0,0,0,1.44E+15,34484093.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:24,99685734,22,22,3963,4649,835,0,180.136364,236.695765,1460,0,211.318182,446.271899,86.3914991,0.44138713,2318272.88,6592200.13,27038682,12,99685667,4746936.52,8900552.91,27038682,12,99685631,4746934.81,8903133.52,27077600,55,1,0,0,0,440,440,0.22069356,0.22069356,0,1460,193.266667,349.725113,122307.655,0,0,0,20,44,0,0,0,1,197.659091,180.136364,211.318182,0,0,0,0,8,3517,0,90,0,105,2640,3346,14,20,0,0,0,0,1.44E+15,27092211.9,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:24,119776430,19,19,7704,680,1460,0,405.473684,567.996417,271,0,35.7894737,76.0815198,69.9970771,0.31725774,3237200.81,10629682.6,45048250,17,119775959,6654219.94,14669986,45048574,103,119775978,6654221,14669870.9,45048768,19,0,0,0,0,380,380,0.15862887,0.15862887,0,1460,214.974359,437.008701,190976.605,0,0,0,13,38,0,0,0,1,220.631579,405.473684,35.7894737,0,0,0,0,8,5636,0,202,0,17,2640,2970,11,20,0,0,0,0,1.44E+15,32405845,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-64.233.165.93-54040-443-6,10.152.152.11,54040,64.233.165.93,443,6,24/07/15 16:24,91414816,26,26,9306,6353,1460,0,357.923077,573.646994,1460,0,244.346154,419.571109,171.296084,0.56883558,1792447.37,8826569.71,45095758,9,91414378,3656575.12,12458375.8,45096035,47,91414472,3656578.88,12458424.1,45096196,9,0,0,0,0,532,532,0.28441779,0.28441779,0,1460,295.45283,497.772676,247777.637,0,2,0,18,51,0,0,0,1,301.134615,357.923077,244.346154,0,0,0,0,23,11928,0,178,0,122,14600,2221,13,20,0,0,0,0,1.44E+15,15474233.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.231-44943-443-6,10.152.152.11,44943,173.194.40.231,443,6,24/07/15 16:24,93048076,29,33,2345,7598,565,0,80.862069,122.356541,1460,0,230.242424,381.190408,106.858738,0.66632221,1525378.3,8073030.23,45014231,16,93047879,3323138.54,11774578.9,45014705,55,93047666,2907739.56,11045189.6,45014428,57,0,0,0,0,592,672,0.31166684,0.35465537,0,1460,157.825397,296.178158,87721.5013,0,2,0,28,61,0,0,0,1,160.370968,80.862069,230.242424,0,0,0,0,30,3284,0,37,0,122,14600,1400,15,20,0,0,0,0,1.44E+15,14407377,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/15 16:25,90112575,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658338,18022515,24677804.1,45055697,318,90112035,45056017.5,9.19238816,45056024,45056011,90112248,45056124,154.149278,45056233,45056015,0,0,0,0,60,60,0.03329169,0.03329169,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14626,5386,0,20,0,0,0,0,1.44E+15,36787691.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/15 16:27,14749400,4,3,0,154,0,0,0,0,85,0,51.3333333,45.1700491,10.4411027,0.47459558,2458233.33,5956431.8,14616524,35,14749400,4916466.67,8435008.81,14656232,736,14748343,7374171.5,10242233.1,14616524,131819,0,0,0,0,80,60,0.27119747,0.2033981,0,85,19.25,35.8996618,1288.78571,1,0,0,2,7,0,0,0,0,22,0,51.3333333,0,0,0,0,0,0,0,0,0,22,14626,5386,0,20,0,0,0,0,1.44E+15,7310577.57,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:25,119332254,311,324,175405,27239,1460,0,564.003215,606.943822,821,0,84.0709877,177.067909,1698.14944,5.32127718,188221.221,634229.846,4460816,4,119331876,384941.535,868318.892,4461077,36,119331982,369448.861,850957.318,4461082,7,0,0,0,0,6220,6480,2.60616882,2.71510836,0,1460,320.918239,505.364887,255393.669,0,0,0,253,635,0,0,0,1,321.423622,564.003215,84.0709877,0,0,0,0,12,4503,0,276,0,42,21142,8323,223,20,0,0,0,0,1.44E+15,34475636,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:25,119701082,256,244,11320,125723,308,0,44.21875,62.6654907,1460,0,515.258197,588.263542,1144.87687,4.17707168,239881.928,1156367.88,9574056,8,119701082,469416.008,1585738.99,9574490,8,119700808,492595.918,1623823.63,9574317,25,1,0,0,0,5120,4880,2.1386607,2.03841098,0,1460,273.814371,475.036364,225659.547,0,0,0,215,500,0,0,0,0,274.362,44.21875,515.258197,0,0,0,0,19,4450,0,22,0,251,21627,9520,103,20,0,0,0,0,1.44E+15,34514402.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:25,90112443,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658348,18022488.6,24677790.4,45056571,264,90112006,45056003,1418.4562,45057006,45055000,90112008,45056004,1175.21147,45056835,45055173,0,0,0,0,60,60,0.03329174,0.03329174,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787679.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:26,119992621,3589,3163,218073,415840,192,0,60.7614935,53.2773863,1460,0,131.470123,192.756264,5282.93319,56.2701268,17774.0514,18610.7494,147895,4,119992621,33442.7595,24744.2233,148398,157,119815670,37892.3688,24694.3001,148468,136,1,0,0,0,71780,63260,29.9101726,26.3599543,0,1460,93.897527,141.965577,20154.225,0,0,0,4252,6752,0,0,0,0,93.9114336,60.7614935,131.470123,0,0,0,0,4254,5282,0,32,0,61,5292,5960,2555,20,0,0,0,0,1.44E+15,34251209.6,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.238-46221-443-6,10.152.152.11,46221,173.194.40.238,443,6,24/07/15 16:25,110697866,14,13,2654,632,1189,0,189.571429,424.56887,165,0,48.6153846,67.2266545,29.6844024,0.24390714,4257610.23,12551945.7,45055572,23,110657618,8512124.46,17000569.5,45055967,381,110697471,9224789.25,17561280.3,45056049,660,0,0,0,0,280,260,0.12647037,0.11743677,0,1189,117.357143,307.065467,94289.2011,0,0,0,11,27,0,0,0,0,121.703704,189.571429,48.6153846,0,0,0,0,5,4331,0,98,0,23,2257,1594,6,20,0,0,0,0,1.44E+15,33476921.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-64.233.165.93-54040-443-6,10.152.152.11,54040,64.233.165.93,443,6,24/07/15 16:27,104706269,4,4,0,154,0,0,0,0,154,0,38.5,77,1.47078109,0.07640421,14958038.4,21239759.3,45055600,409,104706269,34902089.7,17587133.6,45056071,14594217,104704907,34901635.7,17587873.2,45056009,14592909,0,0,0,0,80,80,0.03820211,0.03820211,0,154,17.1111111,51.3333333,2635.11111,1,0,0,1,8,0,0,0,1,19.25,0,38.5,0,0,0,0,0,0,0,0,0,19,2622,2221,0,20,0,0,0,0,1.44E+15,41552224.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.231-44943-443-6,10.152.152.11,44943,173.194.40.231,443,6,24/07/15 16:27,104976853,4,4,0,154,0,0,0,0,154,0,38.5,77,1.46699006,0.07620728,14996693.3,21239228.3,45055605,370,104976853,34992284.3,17430910.1,45056037,14864803,104975369,34991789.7,17431704.6,45056003,14863391,0,0,0,0,80,80,0.03810364,0.03810364,0,154,17.1111111,51.3333333,2635.11111,1,0,0,1,8,0,0,0,1,19.25,0,38.5,0,0,0,0,0,0,0,0,0,19,2640,1400,0,20,0,0,0,0,1.44E+15,41629999.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:27,101859608,15,15,3271,2543,758,0,218.066667,249.40829,1460,0,169.533333,402.166964,57.0785625,0.29452303,3512400.28,8426778.35,28441212,20,101859586,7275684.71,11118949,28480227,88,101859523,7275680.21,11118214.4,28441232,105,1,0,0,0,300,300,0.14726151,0.14726151,0,1460,190.290323,324.772761,105477.346,0,0,0,14,30,0,0,0,1,196.633333,218.066667,169.533333,0,0,0,0,9,4614,0,109,0,84,2640,3346,10,20,0,0,0,0,1.44E+15,22448732.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.169-45235-443-6,10.152.152.11,45235,173.194.112.169,443,6,24/07/15 16:27,100264556,17,19,2313,5646,1349,0,136.058824,321.972334,1460,0,297.157895,507.230417,79.3799955,0.35905011,2864701.6,10634615.9,45119461,0,100264185,6266511.56,15284517.9,45119979,21,100264149,5570230.5,14499594.6,45119832,23,0,0,0,0,352,392,0.16955144,0.18949867,0,1460,215.108108,427.205375,182504.432,0,2,0,14,35,0,0,0,1,221.083333,136.058824,297.157895,0,0,0,0,13,5080,0,64,0,156,14600,1398,9,20,0,0,0,0,1.44E+15,20869835.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:27,104082143,25,26,12428,951,1460,0,497.12,616.247943,271,0,36.5769231,72.6141436,128.542703,0.4899976,2081642.86,8938196.15,45072853,7,104081638,4336734.92,12649347,45073152,71,104081698,4163267.92,12413210.1,45073130,7,0,0,0,0,500,520,0.2401949,0.2498027,0,1460,285.365385,511.747335,261885.334,0,0,0,19,51,0,0,0,1,290.960784,497.12,36.5769231,0,0,0,0,8,4848,0,243,0,18,2640,2970,16,20,0,0,0,0,1.44E+15,29505481.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:27,116323317,306,312,164774,26265,1460,0,538.477124,606.071792,890,0,84.1826923,177.961958,1642.31046,5.31277835,188530.498,661103.845,4322399,5,116322905,381386.574,904671.293,4322610,16,116322992,374028.913,894169.352,4322834,5,0,0,0,0,6120,6240,2.63059899,2.68217936,0,1460,310.983845,500.951589,250952.495,0,0,0,245,618,0,0,0,1,311.487055,538.477124,84.1826923,0,0,0,0,12,5101,0,266,0,42,21142,8323,208,20,0,0,0,0,1.44E+15,34063293.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:27,119835500,244,233,11398,113822,485,0,46.7131148,70.5575654,1460,0,488.506438,585.757696,1044.93243,3.98045654,251755.252,1183616.63,9561805,7,119835500,493150.206,1622753.97,9562072,10,119797606,516368.991,1658990.41,9562072,29,1,0,0,0,4880,4660,2.03612452,1.94433202,0,1460,262.110879,467.187744,218264.388,0,0,0,207,477,0,0,0,0,262.660377,46.7131148,488.506438,0,0,0,0,18,4492,0,23,0,238,21627,9520,104,20,0,0,0,0,1.44E+15,32811219.8,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:28,119986378,3367,3093,132544,572821,293,0,39.3656074,43.3816231,1460,0,185.199159,223.626019,5878.709,53.839445,18576.6184,19231.918,121768,15,119986378,35646.5769,27414.4714,123541,104,119904349,38778.8968,25037.1878,153032,23,1,0,0,0,67340,61860,28.0615188,25.7779262,0,1460,109.218078,173.865253,30229.1263,0,0,0,3836,6460,0,0,0,0,109.234985,39.3656074,185.199159,0,0,0,0,3837,5878,0,20,0,88,5960,5960,2014,20,0,0,0,0,1.44E+15,34673563.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:27,90112991,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658307,18022598.2,24678046.3,45056329,264,90112704,45056352,466.690476,45056682,45056022,90112727,45056363.5,357.088924,45056616,45056111,0,0,0,0,60,60,0.03329154,0.03329154,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787961.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.238-46221-443-6,10.152.152.11,46221,173.194.40.238,443,6,24/07/15 16:28,90176342,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0665363,18035268.4,24695363.5,45119425,261,90176074,45088037,45051.1872,45119893,45056181,90175874,45087937,44899.8664,45119686,45056188,0,0,0,0,60,60,0.03326815,0.03326815,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,1594,0,20,0,0,0,0,1.44E+15,36813828.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.181-47598-443-6,10.152.152.11,47598,173.194.112.181,443,6,24/07/15 16:28,91991189,16,17,3459,5445,1460,0,216.1875,452.545426,1460,0,320.294118,536.921056,96.7918786,0.35873001,2874724.66,11065092.4,45095751,17,91990785,6132719,15802285,45096070,101,91990918,5749432.38,15343062.1,45096155,102,0,0,0,0,332,352,0.1739297,0.18480031,0,1460,261.882353,487.557348,237712.168,0,2,0,11,32,0,0,0,1,269.818182,216.1875,320.294118,0,0,0,0,14,4712,0,104,0,165,14600,1412,8,20,0,0,0,0,1.44E+15,19524818.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.238-46221-443-6,10.152.152.11,46221,173.194.40.238,443,6,24/07/15 16:30,59615700,3,3,0,154,0,0,0,0,154,0,51.3333333,88.9119415,2.58321214,0.10064463,11923140,19564917.7,45055560,456,59615700,29807850,21564269.2,45056091,14559609,59614411,29807205.5,21565074.6,45056016,14558395,0,0,0,0,60,60,0.05032231,0.05032231,0,154,22,58.2065288,3388,1,0,0,1,6,0,0,0,1,25.6666667,0,51.3333333,0,0,0,0,0,0,0,0,0,25,2640,1594,0,20,0,0,0,0,1.44E+15,31079591.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.169-45235-443-6,10.152.152.11,45235,173.194.112.169,443,6,24/07/15 16:29,104818700,3,5,0,154,0,0,0,0,154,0,30.8,68.8708937,1.46920349,0.07632226,14974100,21239681.9,45055772,46,90112034,45056017,31.1126984,45056039,45055995,104818372,26204593,22580542.3,45056118,46,0,0,0,0,60,100,0.02862085,0.04770141,0,154,17.1111111,51.3333333,2635.11111,1,0,0,1,8,0,0,0,1,19.25,0,30.8,0,0,0,0,0,0,0,0,0,19,2190,1398,0,20,0,0,0,0,1.44E+15,41584922.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:29,96238376,19,18,2556,4649,835,0,134.526316,217.97155,1460,0,258.277778,482.884447,74.8661844,0.38446202,2673288.22,7810745.22,29042075,12,96238348,5346574.89,10516565.1,29042293,12,96238359,5661079.94,10752480.2,29042103,20,1,0,0,0,380,360,0.19742644,0.18703558,0,1460,191.842105,366.59511,134391.974,0,0,0,17,37,0,0,0,0,197.027027,134.526316,258.277778,0,0,0,0,8,3708,0,69,0,125,2640,3346,11,20,0,0,0,0,1.44E+15,21596102.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.164-37375-443-6,10.152.152.11,37375,173.194.112.164,443,6,24/07/15 16:29,91595128,17,18,2876,5265,1460,0,169.176471,361.308254,1460,0,292.5,520.302655,88.8802732,0.38211639,2693974.35,10745282.2,45067564,5,91594652,5724665.75,15346471.7,45068060,14,91594672,5387921.88,14923876.6,45068040,17,0,0,0,0,352,372,0.18559939,0.196517,0,1460,226.138889,443.248344,196469.094,0,2,0,12,34,0,0,0,1,232.6,169.176471,292.5,0,0,0,0,15,5348,0,82,0,150,14600,1412,9,20,0,0,0,0,1.44E+15,18886304,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:29,116719715,322,330,172611,27415,1460,0,536.059006,604.069517,821,0,83.0757576,175.490811,1713.72934,5.58603146,179292.957,661475.892,4634160,3,116719338,363611.645,909645.689,4634543,25,116719315,354769.954,897362.15,4634534,7,0,0,0,0,6440,6600,2.7587456,2.82728586,0,1460,308.554364,498.517024,248519.223,0,0,0,260,652,0,0,0,1,309.027607,536.059006,83.0757576,0,0,0,0,12,5545,0,264,0,42,21142,8323,220,20,0,0,0,0,1.44E+15,34622460,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:29,89800142,18,18,8632,680,1460,0,479.555556,616.402296,271,0,37.7777778,76.3487013,103.696941,0.40089023,2565718.34,9133756.14,45100558,13,89799598,5282329.29,12729564.6,45100882,40,89799790,5282340.59,12729355,45100824,13,0,0,0,0,360,360,0.20044512,0.20044512,0,1460,251.675676,482.467158,232774.559,0,0,0,13,36,0,0,0,1,258.666667,479.555556,37.7777778,0,0,0,0,8,5393,0,239,0,18,2640,2970,11,20,0,0,0,0,1.44E+15,31080683.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:29,116916496,222,213,9717,107233,292,0,43.7702703,58.6664505,1460,0,503.441315,588.429355,1000.28656,3.72060415,269392.848,1185328.22,9912966,8,116916496,529033.919,1623022.03,9951493,8,116879071,551316.373,1654688.85,9912966,47,1,0,0,0,4440,4260,1.89879108,1.82181307,0,1460,268.587156,472.575146,223327.268,0,0,0,187,435,0,0,0,0,269.204598,43.7702703,503.441315,0,0,0,0,14,4598,0,22,0,246,21627,9520,93,20,0,0,0,0,1.44E+15,35024079.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:30,119966831,3228,3020,114394,455479,162,0,35.4380421,39.2673317,938,0,150.820861,193.451921,4750.25468,52.0810623,19203.9108,19763.9554,132321,15,119966831,37175.9625,28388.2034,132482,114,119907762,39717.7085,25524.7955,150150,184,0,0,0,0,64560,60400,26.9074374,25.1736249,0,938,91.1942711,149.014182,22205.2263,0,0,0,3644,6248,0,0,0,0,91.2088668,35.4380421,150.820861,0,0,0,0,3644,4752,0,18,0,72,5960,5960,1897,20,0,0,0,0,1.44E+15,34620531,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/15 16:30,90112533,3,3,0,0,0,0,0,0,0,0,0,0,0,0.06658341,18022506.6,24677672.6,45055562,468,90112050,45056025,7.07106781,45056030,45056020,90112065,45056032.5,37.4766594,45056059,45056006,0,0,0,0,60,60,0.03329171,0.03329171,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1.44E+15,36787493.5,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.181-47598-443-6,10.152.152.11,47598,173.194.112.181,443,6,24/07/15 16:30,90649931,7,8,2911,1412,1460,0,415.857143,665.147961,1343,0,176.5,471.955204,47.6889497,0.16547172,6474995.07,16340393,45055687,20,90649484,15108247.3,23188608.1,45056048,428,90649204,12949886.3,21938425.7,45071482,20,0,0,0,0,140,160,0.07722014,0.08825158,0,1460,361.4375,617.247003,380993.863,0,0,0,5,15,0,0,0,1,385.533333,415.857143,176.5,0,0,0,0,6,8276,0,194,0,94,2008,1777,3,20,0,0,0,0,1.44E+15,28525904.4,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/15 16:31,112542800,19,19,2710,4649,835,0,142.631579,216.89583,1460,0,244.684211,473.005292,65.3884567,0.33764932,3041697.3,7979724.1,26161869,15,112506439,6250357.72,10664695.7,26200977,15,112542776,6252376.44,10663254.2,26161888,108,1,0,0,0,380,380,0.16882466,0.16882466,0,1460,190.871795,362.173423,131169.588,0,0,0,17,38,0,0,0,1,195.894737,142.631579,244.684211,0,0,0,0,7,3970,0,71,0,122,2640,3346,11,20,0,0,0,0,1.44E+15,46608111.7,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.164-37375-443-6,10.152.152.11,37375,173.194.112.164,443,6,24/07/15 16:31,104866566,3,5,0,154,0,0,0,0,154,0,30.8,68.8708937,1.46853288,0.07628742,14980938,21239508.9,45055685,43,90112087,45056043.5,88.3883476,45056106,45055981,104866145,26216536.3,22572437.2,45056115,43,0,0,0,0,60,100,0.02860778,0.04767964,0,154,17.1111111,51.3333333,2635.11111,1,0,0,1,8,0,0,0,1,19.25,0,30.8,0,0,0,0,0,0,0,0,0,19,2008,1412,0,20,0,0,0,0,1.44E+15,41598546.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/15 16:31,119570661,306,313,169706,26398,1460,0,554.594771,606.833517,951,0,84.3386581,186.823756,1640.06788,5.17685522,193480.034,726268.353,4999253,3,119570420,392034.164,1000150.81,5022296,38,119570230,383237.917,986957.512,4999591,5,0,0,0,0,6120,6260,2.55915621,2.617699,0,1460,318.651613,506.384164,256424.922,0,0,0,244,619,0,0,0,1,319.166397,554.594771,84.3386581,0,0,0,0,12,5254,0,274,0,42,21142,8323,214,20,0,0,0,0,1.44E+15,35300407.3,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/15 16:31,114941117,230,214,12405,116314,1460,0,53.9347826,118.484204,1460,0,543.523364,593.449712,1119.86905,3.86284744,259460.761,1191145.6,9828704,9,114941117,501926.275,1622350.25,9829162,9,114940685,539627.629,1677837.82,9829080,31,0,0,0,0,4600,4280,2.00102458,1.86182287,0,1460,292.537079,488.995009,239116.119,0,0,0,191,444,0,0,0,0,293.195946,53.9347826,543.523364,0,0,0,0,17,4498,0,27,0,261,9520,9520,89,20,0,0,0,0,1.44E+15,36236462.1,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/15 16:32,119978604,3426,3154,171409,518441,196,0,50.0318155,50.5271584,1418,0,164.375713,204.613798,5749.77518,54.8431119,18236.6019,18576.6135,133117,12,119978172,35030.1232,26306.129,137698,127,119947528,38042.3495,24156.0767,172767,115,1,0,0,0,68520,63080,28.5550914,26.2880205,0,1418,104.831333,157.016479,24654.1746,0,0,0,4051,6580,0,0,0,0,104.847264,50.0318155,164.375713,0,0,0,0,4051,5749,0,26,0,78,2640,5960,2243,20,0,0,0,0,1.44E+15,34927682,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/15 16:31,94400467,19,19,6696,680,1460,0,352.421053,559.282707,202,0,35.7894737,63.4959132,78.1352067,0.40254038,2551363.97,9286391.56,45049057,2,94399946,5244441.44,12948950.4,45049520,43,94399879,5244437.72,12948815.5,45049578,15,0,0,0,0,380,380,0.20127019,0.20127019,0,1460,189.128205,419.650806,176106.799,0,0,0,14,38,0,0,0,1,194.105263,352.421053,35.7894737,0,0,0,0,8,3913,0,176,0,17,2640,2970,11,20,0,0,0,0,1.44E+15,20719061.2,1.44E+15,1.44E+15,Non-Tor,AUDIO-STREAMING
